pitch_type,game_date,release_speed,release_pos_x,release_pos_z,pitcher_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,attack_zone,swing,batter_name
SI,2022-10-05,90.7,3.14,4.86,"Sanmartin, Reiver",623520,665665,strikeout,called_strike,,,,,7,David Bote called out on strikes.,R,R,L,CIN,CHC,S,2,,3,2,2022,1.35,0.19,-0.79,1.64,,,606019,1,8,Top,,,,,519222,,,-12.72993981,-131.5083455,-2.479700448,18.45462437,28.44867801,-29.6261848,3.31,1.54,,,,90.7,2216,6.5,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,53.98,,,0,1,0,0,,78,6,Sinker,2,15,15,2,15,2,15,2,Standard,Standard,111,0,-0.355,shadow,0,"bote, david"
FF,2022-10-05,92.4,2.99,5.28,"Sanmartin, Reiver",623520,665665,,ball,,,,,13,David Bote called out on strikes.,R,R,L,CIN,CHC,B,,,2,2,2022,1.31,0.93,-1.22,2.21,,,606019,1,8,Top,,,,,519222,,,-13.54735237,-133.8460751,-3.94711451,18.7974741,30.14199028,-20.2957577,3.39,1.59,,,,92,2248,6.4,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.13,,,,,,,,78,5,4-Seam Fastball,2,15,15,2,15,2,15,2,Standard,Standard,120,0,0.089,chase,0,"bote, david"
CH,2022-10-05,84.4,3.29,4.97,"Sanmartin, Reiver",623520,665665,,swinging_strike,,,,,14,David Bote called out on strikes.,R,R,L,CIN,CHC,S,,,2,1,2022,1.57,0,0.48,1.12,,,606019,1,8,Top,,,,,519222,,,-9.664585268,-122.4967739,-2.560114863,17.72808519,25.03884374,-31.82966523,3.31,1.6,,,,84.3,2084,6.4,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.07,,,,,,,,78,4,Changeup,2,15,15,2,15,2,15,2,Standard,Standard,100,0,-0.086,chase,0,"bote, david"
CH,2022-10-05,83.4,3.34,4.9,"Sanmartin, Reiver",623520,665665,,ball,,,,,14,David Bote called out on strikes.,R,R,L,CIN,CHC,B,,,1,1,2022,1.49,-0.27,0.74,1.28,,,606019,1,8,Top,,,,,519222,,,-8.995855184,-121.086197,-1.293571291,16.471902,24.31756668,-34.81210133,3.47,1.59,,,,83.9,2051,6.8,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,53.68,,,,,,,,78,3,Changeup,2,15,15,2,15,2,15,2,Standard,Standard,99,0,0.073,shadow,0,"bote, david"
SI,2022-10-05,89.8,3.32,5.04,"Sanmartin, Reiver",623520,665665,,foul,,,,,5,David Bote called out on strikes.,R,R,L,CIN,CHC,S,,,1,0,2022,1.57,0.19,0.17,2.52,,,606019,1,8,Top,,,,,519222,,,-11.08486096,-130.2322175,-0.5587908087,20.33602326,29.8099468,-30.10897493,3.31,1.6,2,64.4,-57,89.2,2200,6.3,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.22,,,,,,,,78,2,Sinker,2,15,15,2,15,2,15,2,Standard,Standard,119,0,-0.058,heart,0,"bote, david"
CH,2022-10-05,82.1,3.38,4.97,"Sanmartin, Reiver",623520,665665,,ball,,,,,14,David Bote called out on strikes.,R,R,L,CIN,CHC,B,,,0,0,2022,1.52,-0.1,1.47,1.59,,,606019,1,8,Top,,,,,519222,,,-7.307952518,-119.2462534,-0.8341866917,15.93650208,24.82160715,-33.14282377,3.41,1.56,,,,82.1,2092,6.6,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,53.89,,,,,,,,78,1,Changeup,2,15,15,2,15,2,15,2,Standard,Standard,97,0,0.042,chase,0,"bote, david"
CH,2022-10-05,83.3,3.29,4.96,"Sanmartin, Reiver",664731,665665,field_out,hit_into_play,,,,,14,P.J. Higgins lines out to right fielder Jake Fraley.,R,R,L,CIN,CHC,X,9,line_drive,0,0,2022,1.65,0.05,0.97,2.24,,,606019,0,8,Top,165.92,99.97,,,519222,,,-8.598359613,-120.9425658,0.1965356242,17.86956482,24.91044437,-32.00908687,3.39,1.66,266,78.2,29,83.5,2145,6.6,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,53.86,0.249,0.23,0,1,0,0,3,77,1,Changeup,2,15,15,2,15,2,15,2,Standard,Standard,97,0,-0.353,shadow,0,"higgins, p. j."
SL,2022-10-05,78.8,3.35,5.07,"Sanmartin, Reiver",606019,665665,single,hit_into_play,,,,,11,Esteban Quiroz singles on a line drive to right fielder Jake Fraley.,R,L,L,CIN,CHC,X,9,line_drive,0,1,2022,-0.65,0.21,-0.85,2.45,,,,0,8,Top,176.69,131.06,,,519222,,,-7.894715146,-114.5636252,0.7049682585,-4.352300734,20.00043794,-30.67573433,2.88,1.38,143,69.4,16,78.7,2470,6.2,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.34,0.534,0.481,0.9,1,1,0,4,76,2,Slider,2,15,15,2,15,2,15,2,Standard,Standard,237,0,0.429,shadow,0,"quiroz, esteban"
SI,2022-10-05,90.4,3.43,4.83,"Sanmartin, Reiver",606019,665665,,called_strike,,,,,8,Esteban Quiroz singles on a line drive to right fielder Jake Fraley.,R,L,L,CIN,CHC,S,,,0,0,2022,1.56,0.05,0.22,1.44,,,,0,8,Top,,,,,519222,,,-11.30673813,-131.2120153,-2.565122097,20.45061063,28.10269835,-31.23523397,2.99,1.32,,,,90.2,2261,6.3,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.19,,,,,,,,76,1,Sinker,2,15,15,2,15,2,15,2,Standard,Standard,109,0,-0.034,shadow,0,"quiroz, esteban"
CH,2022-10-05,83.7,3.37,5.04,"Sanmartin, Reiver",614177,665665,home_run,hit_into_play,,,,,9,Franmil Reyes homers (14) on a fly ball to right field.    Nelson Velazquez scores.,R,R,L,CIN,CHC,X,,fly_ball,0,1,2022,1.37,-0.31,0.79,2.1,,,676369,0,8,Top,217.02,84.55,,,519222,,,-8.704811007,-121.6072068,0.3002469139,15.30629142,23.87940501,-35.58092632,3.69,1.78,348,101.3,24,84,1975,6.6,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,53.92,0.563,0.855,2,1,0,3,6,75,2,Changeup,2,13,13,2,15,2,15,2,Standard,Standard,93,0,1.653,shadow,0,"reyes, franmil"
SI,2022-10-05,90.2,3.37,4.98,"Sanmartin, Reiver",614177,665665,,called_strike,,,,,5,Franmil Reyes homers (14) on a fly ball to right field.    Nelson Velazquez scores.,R,R,L,CIN,CHC,S,,,0,0,2022,1.43,0,-0.05,2.75,,,676369,0,8,Top,,,,,519222,,,-11.578253,-130.9034043,0.4363037043,18.87635656,27.21231017,-32.49597469,3.81,1.83,,,,90.4,2194,6.6,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,53.95,,,,,,,,75,1,Sinker,2,13,13,2,13,2,13,2,Standard,Standard,114,0,-0.066,heart,0,"reyes, franmil"
CH,2022-10-05,84.6,3.32,5.15,"Sanmartin, Reiver",676369,665665,walk,ball,,,,,14,Nelson Velazquez walks.,R,R,L,CIN,CHC,B,,,3,2,2022,1.46,-0.23,0.7,1.41,,,,0,8,Top,,,,,519222,,,-8.972478041,-122.925802,-1.883997701,16.55688157,24.7988741,-34.32815835,3.44,1.64,,,,84.2,1957,6.1,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.37,,,0.7,1,0,0,,74,6,Changeup,2,13,13,2,13,2,13,2,Standard,Standard,95,0,0.321,shadow,0,"velázquez, nelson"
CH,2022-10-05,85.2,3.29,5.06,"Sanmartin, Reiver",676369,665665,,ball,,,,,14,Nelson Velazquez walks.,R,R,L,CIN,CHC,B,,,2,2,2022,1.39,-0.35,1.73,1.96,,,,0,8,Top,,,,,519222,,,-6.467858845,-123.944589,-0.2636484083,15.64363394,25.37221873,-35.90065899,3.47,1.64,,,,85.2,1927,6.4,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.15,,,,,,,,74,5,Changeup,2,13,13,2,13,2,13,2,Standard,Standard,90,0,0.103,waste,0,"velázquez, nelson"
CH,2022-10-05,84.3,3.32,5.04,"Sanmartin, Reiver",676369,665665,,swinging_strike,,,,,14,Nelson Velazquez walks.,R,R,L,CIN,CHC,S,,,2,1,2022,1.33,-0.39,0.1,1.37,,,,0,8,Top,,,,,519222,,,-10.15245133,-122.4308889,-1.34432889,15.43752548,24.36761841,-36.07618043,3.44,1.7,,,,84.5,1952,6.5,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,53.96,,,,,,,,74,4,Changeup,2,13,13,2,13,2,13,2,Standard,Standard,90,0,-0.066,shadow,0,"velázquez, nelson"
CH,2022-10-05,83.4,3.32,5.07,"Sanmartin, Reiver",676369,665665,,ball,,,,,14,Nelson Velazquez walks.,R,R,L,CIN,CHC,B,,,1,1,2022,1.58,-0.38,1.44,2.2,,,,0,8,Top,,,,,519222,,,-7.394874448,-121.216295,0.6152106218,17.07845683,24.73248477,-36.23983797,3.44,1.64,,,,82.9,2069,6.1,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.4,,,,,,,,74,3,Changeup,2,13,13,2,13,2,13,2,Standard,Standard,92,0,0.049,chase,0,"velázquez, nelson"
CH,2022-10-05,83.9,3.31,5.02,"Sanmartin, Reiver",676369,665665,,swinging_strike,,,,,8,Nelson Velazquez walks.,R,R,L,CIN,CHC,S,,,1,0,2022,1.51,-0.15,-0.21,2.22,,,,0,8,Top,,,,,519222,,,-11.08477717,-121.7488243,0.2405991709,17.1521288,22.97333976,-33.9452201,3.44,1.7,,,,83.8,2078,6.3,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.21,,,,,,,,74,2,Changeup,2,13,13,2,13,2,13,2,Standard,Standard,93,0,-0.043,heart,0,"velázquez, nelson"
CH,2022-10-05,89.5,3.42,4.97,"Sanmartin, Reiver",676369,665665,,ball,,,,,12,Nelson Velazquez walks.,R,R,L,CIN,CHC,B,,,0,0,2022,1.52,0.31,2.23,4.09,,,,0,8,Top,,,,,519222,,,-6.098187639,-130.1663934,3.15953587,18.50969028,27.32641872,-29.51217752,3.47,1.72,,,,89.2,2279,6.1,663131,665665,519222,605244,668715,608703,676480,656413,672279,641584,54.37,,,,,,,,74,1,Changeup,2,13,13,2,13,2,13,2,Standard,Standard,116,0,0.033,waste,0,"velázquez, nelson"
FF,2022-10-05,94.4,-1.86,5.59,"Rucker, Michael",672279,621074,field_out,hit_into_play,,,,,5,Michael Siani pops out to third baseman David Bote in foul territory.,R,L,R,CIN,CHC,X,5,popup,2,0,2022,-0.47,1.52,0.1,2.66,641584,608703,656413,2,7,Bot,86.12,180.91,,,664731,,,6.156968894,-137.2269592,-5.332022074,-7.34979414,30.98497244,-11.96453027,3.41,1.56,130,67.5,68,94.5,2283,6.4,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.08,0,0,0,1,0,0,3,73,3,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,215,-0.001,-1.11,heart,0,"siani, michael"
FF,2022-10-05,95.1,-1.91,5.54,"Rucker, Michael",672279,621074,,ball,,,,,14,Michael Siani pops out to third baseman David Bote in foul territory.,R,L,R,CIN,CHC,B,,,1,0,2022,-0.66,1.35,1.39,2.13,641584,608703,656413,2,7,Bot,,,,,664731,,,10.12440393,-138.0999837,-6.338845264,-10.63303165,29.85754743,-13.59249922,3.41,1.59,,,,95.2,2374,6.4,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.11,,,,,,,,73,2,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,224,0,0.221,chase,0,"siani, michael"
FF,2022-10-05,95.8,-1.98,5.7,"Rucker, Michael",672279,621074,,ball,,,,,11,Michael Siani pops out to third baseman David Bote in foul territory.,R,L,R,CIN,CHC,B,,,0,0,2022,-0.7,1.33,-0.93,3.39,641584,608703,656413,2,7,Bot,,,,,664731,,,4.348183606,-139.4523279,-3.499746498,-10.1673391,31.35100913,-14.1986331,3.47,1.64,,,,95.5,2380,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.4,,,,,,,,73,1,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,221,0,0.121,shadow,0,"siani, michael"
FF,2022-10-05,95.7,-2.07,5.56,"Rucker, Michael",668715,621074,strikeout,swinging_strike,,,,,2,Spencer Steer strikes out swinging.,R,R,R,CIN,CHC,S,2,,2,2,2022,-0.53,1.38,-0.25,3.46,641584,608703,656413,1,7,Bot,,,,,664731,,,5.976311731,-139.2322448,-3.072135419,-8.156751537,30.10742149,-13.71676599,3.47,1.66,,,,95.9,2328,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.18,,,0,1,0,0,,72,5,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Strategic,214,-0.001,-0.676,shadow,0,"steer, spencer"
SL,2022-10-05,87.2,-2.16,5.43,"Rucker, Michael",668715,621074,,ball,,,,,14,Spencer Steer strikes out swinging.,R,R,R,CIN,CHC,B,,,1,2,2022,0.32,-0.29,1.53,1.02,641584,608703,656413,1,7,Bot,,,,,664731,,,8.183382382,-126.8251827,-3.883185539,1.951462277,23.67061795,-34.81953633,3.47,1.69,,,,87.3,2620,6.2,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.35,,,,,,,,72,4,Slider,2,13,2,13,13,2,2,13,Standard,Strategic,45,0,0.09,chase,0,"steer, spencer"
SL,2022-10-05,87,-1.98,5.51,"Rucker, Michael",668715,621074,,ball,,,,,14,Spencer Steer strikes out swinging.,R,R,R,CIN,CHC,B,,,0,2,2022,0.3,-0.37,0.75,1.39,641584,608703,656413,1,7,Bot,,,,,664731,,,5.934772143,-126.655128,-3.020770105,2.217147983,22.97773027,-35.77743639,3.47,1.67,,,,87.3,2629,6.2,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.28,,,,,,,,72,3,Slider,2,13,2,13,13,2,2,13,Standard,Strategic,54,0,0.045,shadow,0,"steer, spencer"
FF,2022-10-05,96,-1.93,5.61,"Rucker, Michael",668715,621074,,foul,,,,,2,Spencer Steer strikes out swinging.,R,R,R,CIN,CHC,S,,,0,1,2022,-0.62,1.25,-0.14,2.93,641584,608703,656413,1,7,Bot,,,,,664731,,,6.105641686,-139.6731902,-4.286911992,-9.500064232,33.51928828,-15.01755133,3.47,1.66,122,75.8,73,95.5,2323,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.36,,,,,,,,72,2,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Strategic,221,0,-0.15,heart,0,"steer, spencer"
FF,2022-10-05,94.8,-2.02,5.71,"Rucker, Michael",668715,621074,,called_strike,,,,,14,Spencer Steer strikes out swinging.,R,R,R,CIN,CHC,S,,,0,0,2022,-0.55,1.35,0.92,2.38,641584,608703,656413,1,7,Bot,,,,,664731,,,8.915891711,-137.703898,-6.024436432,-9.058623571,31.5168152,-13.76443508,3.48,1.68,,,,94.5,2391,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.21,,,,,,,,72,1,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Strategic,214,0,-0.073,shadow,0,"steer, spencer"
FF,2022-10-05,94.7,-1.97,5.61,"Rucker, Michael",656413,621074,walk,ball,,,,,14,Stuart Fairchild walks.   Jake Fraley to 3rd.    Matt Reynolds to 2nd.,R,R,R,CIN,CHC,B,,,3,0,2022,-0.5,1.32,0.89,1.46,,641584,608703,1,7,Bot,,,,,664731,,,8.571000712,-137.4572082,-8.071296116,-8.300728371,30.93715598,-13.78047189,3.52,1.56,,,,94.3,2313,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.25,,,0.7,1,0,0,,71,4,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,218,0.001,0.325,shadow,0,"fairchild, stuart"
FF,2022-10-05,95.9,-2.02,5.6,"Rucker, Michael",656413,621074,,ball,,,,,12,Stuart Fairchild walks.   Jake Fraley to 3rd.    Matt Reynolds to 2nd.,R,R,R,CIN,CHC,B,,,2,0,2022,-0.58,1.29,0.49,3.63,,641584,608703,1,7,Bot,,,,,664731,,,7.92234796,-139.4354331,-2.484052151,-9.425433405,32.21006654,-14.98485341,3.48,1.56,,,,95.6,2290,6.2,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.28,,,,,,,,71,3,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,215,0,0.161,shadow,0,"fairchild, stuart"
FF,2022-10-05,95.6,-2.09,5.58,"Rucker, Michael",656413,621074,,ball,,,,,12,Stuart Fairchild walks.   Jake Fraley to 3rd.    Matt Reynolds to 2nd.,R,R,R,CIN,CHC,B,,,1,0,2022,-0.49,1.27,1.03,2.71,,641584,608703,1,7,Bot,,,,,664731,,,9.328807954,-138.8499489,-4.765437412,-8.491807412,31.21928652,-14.90430362,3.49,1.56,,,,95.3,2300,6.2,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.27,,,,,,,,71,2,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,217,0,0.086,shadow,0,"fairchild, stuart"
FC,2022-10-05,89.2,-2.2,5.48,"Rucker, Michael",656413,621074,,ball,,,,,14,Stuart Fairchild walks.   Jake Fraley to 3rd.    Matt Reynolds to 2nd.,R,R,R,CIN,CHC,B,,,0,0,2022,0.13,0.32,1.6,1.35,,641584,608703,1,7,Bot,,,,,664731,,,9.024046772,-129.6668356,-4.816294038,-0.2278737997,24.87349205,-27.82088916,3.55,1.64,,,,89.1,2497,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.37,,,,,,,,71,1,Cutter,2,13,2,13,13,2,2,13,Standard,Standard,219,0,0.063,chase,0,"fairchild, stuart"
FC,2022-10-05,89.4,-2.14,5.44,"Rucker, Michael",605244,621074,field_out,hit_into_play,,,,,14,Aramis Garcia flies out to right fielder Nelson Velazquez.,R,R,R,CIN,CHC,X,9,fly_ball,1,1,2022,0.07,0.29,0.94,2.01,,641584,608703,0,7,Bot,197.23,124.62,,,664731,,,7.403767485,-130.0532117,-3.099393182,-0.5634347092,24.14142031,-28.50085908,3.52,1.59,254,81.3,44,89.3,2375,6,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.49,0.023,0.024,0,1,0,0,3,70,3,Cutter,2,13,2,13,13,2,2,13,Standard,Strategic,229,-0.001,-0.474,shadow,0,"garcia, aramis"
FF,2022-10-05,95.4,-1.97,5.53,"Rucker, Michael",605244,621074,,swinging_strike,,,,,9,Aramis Garcia flies out to right fielder Nelson Velazquez.,R,R,R,CIN,CHC,S,,,1,0,2022,-0.57,1.31,0.41,1.95,,641584,608703,0,7,Bot,,,,,664731,,,7.523976035,-138.5864922,-6.686665151,-9.074136696,32.69470075,-13.97313567,3.52,1.59,,,,95.1,2339,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.17,,,,,,,,70,2,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Strategic,218,0,-0.116,heart,0,"garcia, aramis"
FF,2022-10-05,96.1,-1.92,5.66,"Rucker, Michael",605244,621074,,ball,,,,,14,Aramis Garcia flies out to right fielder Nelson Velazquez.,R,R,R,CIN,CHC,B,,,0,0,2022,-0.6,1.23,1.61,2.16,,641584,608703,0,7,Bot,,,,,664731,,,10.69009059,-139.4644229,-6.452978154,-10.25625608,31.81235639,-14.75604763,3.41,1.59,,,,95.9,2301,6.4,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.12,,,,,,,,70,1,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Strategic,218,0,0.084,chase,0,"garcia, aramis"
FF,2022-10-05,94.3,-2.11,5.53,"Rucker, Michael",608703,621074,walk,ball,,,,,12,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,B,,,3,2,2022,-0.54,1.21,1.07,2.97,,,641584,0,7,Bot,,,,,664731,,,9.472838754,-136.9402998,-3.636015009,-8.916719773,30.51162655,-16.33686084,2.99,1.4,,,,94.1,2300,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.17,,,0.7,1,0,0,,69,6,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,221,0.001,0.472,shadow,0,"reynolds, matt"
FF,2022-10-05,95.9,-1.87,5.65,"Rucker, Michael",608703,621074,,ball,,,,,12,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,B,,,2,2,2022,-0.58,1.29,0.79,3.65,,,641584,0,7,Bot,,,,,664731,,,8.324150599,-139.4270039,-2.554390321,-9.460238237,32.263104,-15.03426076,3.02,1.43,,,,95.4,2368,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.36,,,,,,,,69,5,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,217,0,0.146,shadow,0,"reynolds, matt"
SL,2022-10-05,85.7,-2.01,5.48,"Rucker, Michael",608703,621074,,ball,,,,,14,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,B,,,1,2,2022,0.35,-0.45,1.46,-0.11,,,641584,0,7,Bot,,,,,664731,,,7.492262879,-124.4568399,-5.987900146,2.060411315,25.7213946,-35.79808491,2.94,1.32,,,,85.4,2650,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.24,,,,,,,,69,4,Slider,2,13,2,13,13,2,2,13,Standard,Standard,47,0,0.085,waste,0,"reynolds, matt"
SL,2022-10-05,86.9,-1.85,5.57,"Rucker, Michael",608703,621074,,ball,,,,,14,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,B,,,0,2,2022,0.25,-0.34,1.38,1.38,,,641584,0,7,Bot,,,,,664731,,,7.220032007,-126.392023,-3.17775671,1.289341067,25.14641287,-35.35832745,2.97,1.43,,,,86.8,2593,6.2,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.28,,,,,,,,69,3,Slider,2,13,2,13,13,2,2,13,Standard,Standard,54,0,0.042,chase,0,"reynolds, matt"
FF,2022-10-05,95.9,-1.82,5.67,"Rucker, Michael",608703,621074,,foul,,,,,6,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,S,,,0,1,2022,-0.63,1.36,0.35,2.13,,,641584,0,7,Bot,,,,,664731,,,7.167077309,-139.4575415,-6.852512656,-9.715745265,29.05125935,-13.08546079,3.02,1.45,123,80,16,96.2,2318,6.3,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.17,,,,,,,,69,2,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,213,0,-0.08,heart,0,"reynolds, matt"
FF,2022-10-05,96.5,-1.9,5.67,"Rucker, Michael",608703,621074,,swinging_strike,,,,,5,Matt Reynolds walks.   Jake Fraley to 2nd.,R,R,R,CIN,CHC,S,,,0,0,2022,-0.67,1.48,0.23,2.25,,,641584,0,7,Bot,,,,,664731,,,7.160406078,-140.2782367,-6.9089082,-10.43108845,29.86673633,-11.21683696,3.02,1.45,,,,96.4,2307,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.36,,,,,,,,69,1,4-Seam Fastball,2,13,2,13,13,2,2,13,Standard,Standard,220,0,-0.066,heart,0,"reynolds, matt"
FC,2022-10-05,88.9,-1.88,5.63,"Rucker, Michael",641584,621074,single,hit_into_play,,,,,3,Jake Fraley singles on a ground ball to third baseman David Bote.,R,L,R,CIN,CHC,X,5,ground_ball,0,1,2022,0.17,0.29,0.64,2.88,,,,0,7,Bot,111.95,160.88,,,664731,,,5.805030264,-129.4274688,-1.358622452,0.8245701479,24.8251075,-28.79913243,3.28,1.59,4,50.2,-31,88.9,2410,6.1,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.43,0.154,0.168,0.9,1,1,0,1,68,2,Cutter,2,13,2,13,13,2,2,13,Infield shift,Standard,130,0.001,0.429,shadow,0,"fraley, jake"
FF,2022-10-05,95.8,-1.97,5.74,"Rucker, Michael",641584,621074,,foul,,,,,2,Jake Fraley singles on a ground ball to third baseman David Bote.,R,L,R,CIN,CHC,S,,,0,0,2022,-0.54,1.46,-0.03,3.29,,,,0,7,Bot,,,,,664731,,,6.32409371,-139.3425366,-4.128682693,-8.405063924,31.50911804,-12.46193036,3.28,1.59,222,70.8,34,95.6,2121,6.2,663131,621074,664731,663845,606019,623520,656716,621550,666624,676369,54.31,,,,,,,,68,1,4-Seam Fastball,2,13,2,13,13,2,2,13,Infield shift,Standard,221,0,-0.034,shadow,0,"fraley, jake"
FC,2022-10-05,89.4,-2.02,5.89,"Anderson, Chase",621550,502624,field_out,hit_into_play,,,,,6,Patrick Wisdom flies out to left fielder Stuart Fairchild.,R,R,R,CIN,CHC,X,7,fly_ball,1,0,2022,0.18,1.02,0.44,2.39,623520,656716,663845,2,7,Top,71.94,107.95,,,519222,,,5.650399955,-130.0700876,-4.775544457,0.9258998413,25.32662202,-19.8199547,3.33,1.61,263,92.4,53,89.2,2339,6,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.51,0.009,0.008,0,1,0,0,3,67,2,Cutter,2,13,13,2,13,2,13,2,Infield shift,Standard,197,0,-0.889,heart,0,"wisdom, patrick"
SI,2022-10-05,92,-1.79,5.93,"Anderson, Chase",621550,502624,,ball,,,,,11,Patrick Wisdom flies out to left fielder Stuart Fairchild.,R,R,R,CIN,CHC,B,,,0,0,2022,-1.3,1.16,-1.72,3.51,623520,656716,663845,2,7,Top,,,,,519222,,,2.972100932,-133.9326156,-2.826878978,-16.32864361,29.05054643,-17.75613039,3.52,1.59,,,,91.4,2085,5.9,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.58,,,,,,,,67,1,Sinker,2,13,13,2,13,2,13,2,Infield shift,Standard,209,0,0.121,waste,0,"wisdom, patrick"
CH,2022-10-05,81.8,-1.05,5.74,"Anderson, Chase",663845,502624,walk,ball,,,,,11,Alfonso Rivas walks.   Zach McKinstry to 2nd.,R,L,R,CIN,CHC,B,,,3,1,2022,-1.19,0.94,-1.04,3.7,623520,,656716,2,7,Top,,,,,519222,,,2.290824661,-119.0626072,0.1817797029,-11.726352,23.89220447,-23.5557079,3.39,1.51,,,,81,2047,5.8,663131,502624,519222,456781,668715,608703,676480,656413,672279,641584,54.65,,,0.7,1,0,0,,66,5,Changeup,2,13,13,2,13,2,13,2,Infield shift,Standard,239,0,0.144,shadow,0,"rivas, alfonso"
